to_chuc_xhtn,ngay_cong_bo,ngay_cong_bo_dt,to_chuc_phat_hanh,thang_diem,loai_hinh_chuan,linh_vuc,loai_xhtn_chuan,hanh_dong_chuan,bac_xhtn_chuan,bac_thu_tu,trien_vong_chuan,da_het_hieu_luc,theo_doi_ngan_han,bao_mat,phi_tren_5pc,ghi_chu_bac,ma_trai_phieu,ky_han,loai_rating_goc,bao_cao_vi,bao_cao_en,bao_cao_chi_tiet,link_to_chuc_phat_hanh,issuer_id,loai_hinh_goc,loai_y_kien_goc,trang_thai_goc,bac_xhtn_goc,trien_vong_goc,thoi_gian_scrape,file_nguon
Fitch Ratings,06/11/2025,2025-11-06,Asia Commercial Joint Stock Bank,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,BB-,13.0,Tích cực,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/asia-commercial-joint-stock-bank-80362281,80362281.0,,Tổ chức phát hành,Affirmed,BB-,Positive,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Fitch Ratings,06/11/2025,2025-11-06,Military Commercial Joint Stock Bank,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,BB,12.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/military-commercial-joint-stock-bank-95639290,95639290.0,,Tổ chức phát hành,Affirmed,BB,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Fitch Ratings,06/11/2025,2025-11-06,Saigon - Hanoi Commercial Joint Stock Bank,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,BB-,13.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/saigon-hanoi-commercial-joint-stock-bank-94255895,94255895.0,,Tổ chức phát hành,Affirmed,BB-,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
TMR,04/11/2025,2025-11-04,Công ty TNHH Miza Nghi Sơn,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://tmr.vn/wp-content/uploads/2025/11/RN0001-01-202511-BCMZNS.pdf,,,,,Doanh nghiệp,Tổ chức phát hành,Xếp hạng lần đầu,BBB-,Ổn định,2026-09-20 08:47:54,tmr_xhtn_20260920.csv
Fitch Ratings,03/11/2025,2025-11-03,Joint Stock Commercial Bank For Foreign Trade of Vietnam,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,BB+,11.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/joint-stock-commercial-bank-for-foreign-trade-of-vietnam-80090442,80090442.0,,Tổ chức phát hành,Affirmed,BB+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Fitch Ratings,03/11/2025,2025-11-03,Vietnam Bank for Agriculture and Rural Development,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,BB+,11.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/vietnam-bank-for-agriculture-rural-development-80092047,80092047.0,,Tổ chức phát hành,Affirmed,BB+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Fitch Ratings,03/11/2025,2025-11-03,Vietnam Joint Stock Commercial Bank for Industry and Trade,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,BB+,11.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/vietnam-joint-stock-commercial-bank-for-industry-trade-80092048,80092048.0,,Tổ chức phát hành,Affirmed,BB+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Saigon Ratings,03/11/2025,2025-11-03,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/ket-qua-xep-hang-cong-ty-tdc-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,31/10/2025,2025-10-31,Công ty Cổ Phần Phát Triển Tn,Quốc gia,,Bất động sản,Công cụ nợ,Lần đầu,BB-,13.0,Ổn định,False,False,False,False,,TND12501,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-phat-trien-tn-id6147.html,6147.0,,XHTN Công cụ nợ,XHTN Lần đầu,BB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,31/10/2025,2025-10-31,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Quốc gia,,Ngân hàng,Tổ chức phát hành,Cập nhật,AA-,4.0,Tích cực,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-ky-thuong-viet-naa-id3842.html,3842.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,AA-,Thuận lợi,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,30/10/2025,2025-10-30,Công ty Cổ phần In và Bao bì Goldsun,Quốc gia,,Bao bì,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/ket-qua-xep-hang-goldsun-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,29/10/2025,2025-10-29,Công ty Cổ phần Chứng khoán Vietcap,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-vietcap-id4089.html,4089.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,25/10/2025,2025-10-25,Công ty Cổ phần Đầu tư Nam Long,Quốc gia,,Bất động sản,Tổ chức phát hành,Cập nhật,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-daa-tu-naa-long-id3448.html,3448.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,25/10/2025,2025-10-25,Công ty Tài Chính Trách Nhiệm Hữu Hạn Một Thành Viên Home Credit Việt Nam,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,A,6.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tai-chinh-trach-nhiea-hữa-hạn-mot-thanh-vien-hoae-credit-viet-naa-id593806.html,593806.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
VIS Rating,24/10/2025,2025-10-24,Công ty Cổ phần Tập đoàn Gelex,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Giám sát,A,6.0,Ổn định,False,False,False,False,,,Dài hạn,,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-gelex.7.html,7.0,Doanh nghiệp,Doanh nghiệp,Giám sát theo dõi,A,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,22/10/2025,2025-10-22,Ngân hàng TMCP An Bình,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Cập nhật,A-,7.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20251022_abb_rating_announcement_vn-pdf.78.html,https://visrating.com/rating-results/report/20251022_abb_rating_announcement_en-pdf.78.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-an-binh.6.html,6.0,Định chế tài chính,Doanh nghiệp,Cập nhật,A-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,22/10/2025,2025-10-22,Ngân hàng TMCP Việt Á,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Giám sát,A-,7.0,Ổn định,False,False,False,False,,,Dài hạn,,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12.0,Định chế tài chính,Doanh nghiệp,Giám sát theo dõi,A-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,21/10/2025,2025-10-21,Công ty Cổ phần Tasco Auto,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Lần đầu,BBB+,8.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/251020_tasco-auto_rating_announcement_vn-pdf.76.html,https://visrating.com/rating-results/report/202510_tasco-auto_rating_announcement_en-pdf.76.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tasco-auto.28.html,28.0,Doanh nghiệp,Doanh nghiệp,Xếp hạng lần đầu,BBB+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,20/10/2025,2025-10-20,Công ty Cổ phần Phát triển Bất động sản Văn Phú,Quốc gia,,Bất động sản,Tổ chức phát hành,Cập nhật,BB+,11.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-phat-trien-bat-dong-san-van-phu-id6328.html,6328.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,20/10/2025,2025-10-20,Công ty Cổ phần Thành Thành Công - Biên Hòa (SBT),Quốc gia,,Sản xuất đường,Tổ chức phát hành,Giám sát,A+,5.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-sbt-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,16/10/2025,2025-10-16,Công ty TNHH MTV VIPICO,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-vipico-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,11/10/2025,2025-10-11,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Quốc gia,,Ngân hàng,Tổ chức phát hành,Cập nhật,A,6.0,Tích cực,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-qaoc-te-viet-naa-id4062.html,4062.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A,Thuận lợi,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,10/10/2025,2025-10-10,Công ty Cổ phần Kinh doanh F88,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,BBB,9.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-kinh-doanh-f88-id7766.html,7766.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,10/10/2025,2025-10-10,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Nam Quang,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-nam_quang-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,08/10/2025,2025-10-08,Công Ty TNHH Truyền Dẫn Nước Sạch Xuân Mai - Hà Nội,Quốc gia,,Nước và tiện ích,Công cụ nợ,Cập nhật,AAA,1.0,Ổn định,False,False,False,False,,XMH12501,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tnhh-trayen-dan-nuoc-sạch-xaan-mai---ha-noi-id2176657.html,2176657.0,,XHTN Công cụ nợ,Cập nhật kết quả XHTN,AAA,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,08/10/2025,2025-10-08,Công ty Cổ phần AAC Việt Nam,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BBB-,10.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/gsxh6t-aac-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,03/10/2025,2025-10-03,Công ty Cổ Phần Phát Triển Tn,Quốc gia,,Bất động sản,Tổ chức phát hành,Lần đầu,B,15.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-phat-trien-tn-id6147.html,6147.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,B,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,03/10/2025,2025-10-03,Công ty Cổ phần Nông nghiệp BAF Việt Nam,Quốc gia,,Chăn nuôi,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/ket-qua-xep-hang-baf-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnA,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,03/10/2025,2025-10-03,Công ty Cổ phần Đầu tư Phát triển Bất động sản Thành Vinh,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BBB-,10.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/gsxh6t-thanhvinh-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,03/10/2025,2025-10-03,Tổng công ty cổ phần Bảo hiểm Ngân hàng TMCP Công Thương Việt Nam,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Lần đầu,A+,5.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating_vbi_bao_cao_ket_qua_xhtn_03102025-pdf.66.html,https://visrating.com/rating-results/report/visrating_vbi_rating_announcement_03102025-pdf.66.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tong-cong-ty-co-phan-bao-hiem-ngan-hang-tmcp-cong-thuong-viet-nam.22.html,22.0,Định chế tài chính,Doanh nghiệp,Xếp hạng lần đầu,A+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,02/10/2025,2025-10-02,Công Ty TNHH Truyền Dẫn Nước Sạch Xuân Mai - Hà Nội,Quốc gia,,Nước và tiện ích,Tổ chức phát hành,Cập nhật,BB,12.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tnhh-trayen-dan-nuoc-sạch-xaan-mai---ha-noi-id2176657.html,2176657.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
VIS Rating,02/10/2025,2025-10-02,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20251002-shs-bao-cao-xhtn-pdf.65.html,https://visrating.com/rating-results/report/20251002-shs-rating-announcement-en-pdf.65.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-sai-gon-ha-noi.25.html,25.0,Định chế tài chính,Doanh nghiệp,Xếp hạng lần đầu,A,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,01/10/2025,2025-10-01,Ngân hàng Thương mại Cổ phần Bắc Á,Quốc gia,,Ngân hàng,Tổ chức phát hành,Cập nhật,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-bac-a-id3422.html,3422.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,01/10/2025,2025-10-01,Công ty Cổ phần Di chuyển Xanh và Thông minh GSM,Quốc gia,,Vận tải,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-gsm-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,30/09/2025,2025-09-30,Công ty Cổ phần Năng lượng Bắc Hà,Quốc gia,,Sản xuất điện,Tổ chức phát hành,Giám sát,A-,7.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-bac_ha-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnA-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,30/09/2025,2025-09-30,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-thai_son-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnA-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,29/09/2025,2025-09-29,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,Quốc gia,,Ngân hàng,Tổ chức phát hành,Cập nhật,A,6.0,Tích cực,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-phat-trien-thanh-pho-hồ-chi-minh-id3101.html,3101.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A,Thuận lợi,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,26/09/2025,2025-09-26,Công ty Cổ phần Phát triển Khu Công nghiệp và Đô thị Thủ Thừa,Quốc gia,,Cho thuê Bất động sản,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-thu_thua-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,26/09/2025,2025-09-26,Công ty Cổ phần Dịch vụ Cáp treo Bà Nà,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Lần đầu,BBB+,8.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250926_bnc_rating_announcement_vn-pdf.64.html,https://visrating.com/rating-results/report/20250926_bnc_rating_announcement_en-pdf.64.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-cap-treo-ba-na.24.html,24.0,Doanh nghiệp,Doanh nghiệp,Xếp hạng lần đầu,BBB+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,25/09/2025,2025-09-25,Tập đoàn Vingroup - Công ty CP,Quốc gia,,Đa ngành,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/tap-doan-vingroap---cong-ty-cp-id4400.html,4400.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,22/09/2025,2025-09-22,Công ty Cổ phần Tư Vấn và Kinh Doanh Bất động sản TCO,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB-,13.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxhtn-tco-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,19/09/2025,2025-09-19,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Quốc gia,,Dịch vụ - Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gia-han-giam-sat-khai_hoan_land-2025/,,,,,,Tổ chức phát hành,Gia hạn Giám sát Xếp hạng,vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,19/09/2025,2025-09-19,Công ty TNHH Hưng Phát Invest Hà Nội,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB+,11.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-hung_phat-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,18/09/2025,2025-09-18,Công ty Cổ phần Thời đại mới T&T,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB+,11.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-t_t-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,17/09/2025,2025-09-17,Công ty Cổ phần Thuận Đức,Quốc gia,,Bao bì,Tổ chức phát hành,Giám sát,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/giahan-thuan_duc-2025/,,,,,,Tổ chức phát hành,Gia hạn Giám sát Xếp hạng,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,16/09/2025,2025-09-16,Ngân hàng Thương mại Cổ phần Nam Á,Quốc gia,,Ngân hàng,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-naa-a-id3362.html,3362.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
VIS Rating,16/09/2025,2025-09-16,Công ty Cổ phần Tập đoàn Phượng Hoàng Xanh A&A,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Cập nhật,A,6.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202509_phenikaa_rating_announcement_vn-pdf.63.html,https://visrating.com/rating-results/report/202509_phenikaa_rating_announcement_en-pdf.63.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-phuong-hoang-xanh-aanda.5.html,5.0,Doanh nghiệp,Doanh nghiệp,Cập nhật,A,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
Saigon Ratings,15/09/2025,2025-09-15,Công ty TNHH Đầu tư Marina Center,Quốc gia,,Cho thuê Bất động sản,Tổ chức phát hành,Lần đầu,BBB+,8.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-marina_center-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,12/09/2025,2025-09-12,Công ty Cổ Phần Đầu Tư Xây Dựng NEW TECH,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB,12.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-newtech-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
S&I Ratings,10/09/2025,2025-09-10,Ngân Hàng TMCP Phương Đông,Quốc gia,Định chế tài chính,Ngân hàng,,Giám sát,A+,5.0,Ổn định,False,False,False,False,,,,,,,,https://sniratings.com.vn/?rating=ngan-hang-tmcp-phuong-dong,4941.0,Tổ chức tài chính,,Giám sát Xếp hạng,A+,Ổn định,2026-09-20 08:47:55,sniratings_xhtn_20260920.csv
Saigon Ratings,10/09/2025,2025-09-10,Công Ty Cổ phần Hàng Không VIETJET (VIETJET AIR),Quốc gia,,Hàng không,Tổ chức phát hành,Giám sát,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh-vietjet-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,09/09/2025,2025-09-09,Ngân hàng Thương mại Cổ phần Á Châu,Quốc gia,,Ngân hàng,Tổ chức phát hành,Cập nhật,AA+,2.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-a-chaa-id2739.html,2739.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,AA+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
VIS Rating,05/09/2025,2025-09-05,Công ty Cổ phần Chứng khoán Tiên Phong,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250905-tps-bao-cao-xhtn-pdf.62.html,https://visrating.com/rating-results/report/20250905-tps-rating-announcement-pdf.62.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tien-phong-securities-corporation.21.html,21.0,Định chế tài chính,Doanh nghiệp,Xếp hạng lần đầu,BBB,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
Saigon Ratings,04/09/2025,2025-09-04,Công ty Cổ phần Đầu tư và Xây dựng Xa lộ Hà Nội,Quốc gia,,Hạ tầng vận tải,Tổ chức phát hành,Giám sát,A+,5.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/gsxh6t-xlhn-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,25/08/2025,2025-08-25,Công ty Cổ phần Chứng khoán APG,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Lần đầu,BB-,13.0,Tích cực,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-apg-id2770.html,2770.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BB-,Thuận lợi,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,20/08/2025,2025-08-20,Công ty TNHH Đầu tư và Phát triển BĐS Trường Minh,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB,12.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-truong_minh-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
