to_chuc_xhtn,ngay_cong_bo,ngay_cong_bo_dt,to_chuc_phat_hanh,thang_diem,loai_hinh_chuan,linh_vuc,loai_xhtn_chuan,hanh_dong_chuan,bac_xhtn_chuan,bac_thu_tu,trien_vong_chuan,da_het_hieu_luc,theo_doi_ngan_han,bao_mat,phi_tren_5pc,ghi_chu_bac,ma_trai_phieu,ky_han,loai_rating_goc,bao_cao_vi,bao_cao_en,bao_cao_chi_tiet,link_to_chuc_phat_hanh,issuer_id,loai_hinh_goc,loai_y_kien_goc,trang_thai_goc,bac_xhtn_goc,trien_vong_goc,thoi_gian_scrape,file_nguon
Saigon Ratings,08/06/2023,2023-06-08,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Quốc gia,,Bảo hiểm nhân thọ,Tổ chức phát hành,Giám sát,,,,True,False,True,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-nhan-tho-phu-hung-phu-hung-life-nam-2023/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,26/05/2023,2023-05-26,Công ty Cổ phần Khu công nghiệp Thành Thành Công (TTC IZ),Quốc gia,,Cho thuê Bất động sản,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,False,False,False,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-kcn-ttc-nam-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnA,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,12/05/2023,2023-05-12,Công ty Cổ phần Chứng khoán Dầu khí,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Lần đầu,BB+,11.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-daa-khi-id3658.html,3658.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Fitch Ratings,27/04/2023,2023-04-27,Home Credit Vietnam Finance Company Limited,Quốc tế,,,Tổ chức phát hành,Kết thúc,WD,,,True,False,False,False,Đã rút xếp hạng,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/home-credit-vietnam-finance-company-limited-96645418,96645418.0,,Tổ chức phát hành,Withdrawn,WD,,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
FiinRatings,12/04/2023,2023-04-12,Công ty Cổ phần Kinh doanh F88,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,BBB-,10.0,Tiêu cực,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-kinh-doanh-f88-id7766.html,7766.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB-,Không thuận lợi,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,31/03/2023,2023-03-31,Công ty Cổ phần CAMIMEX Group,Quốc gia,,Thủy sản,Tổ chức phát hành,Lần đầu,BB,12.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-camimex-groap-id2482.html,2482.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,27/03/2023,2023-03-27,Công Ty Cổ Phần Hàng Không VIETJET (VIETJET AIR),Quốc gia,,Hàng không,Tổ chức phát hành,Lần đầu,BB+,11.0,Ổn định,False,False,False,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-hk-vietjet-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,17/03/2023,2023-03-17,Công ty Cổ phần Chứng khoán Vietcap,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-vietcap-id4089.html,4089.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,14/03/2023,2023-03-14,Công ty Cổ phần Bất động sản Mỹ,Quốc gia,,Phát triển Bất động Sản,Tổ chức phát hành,Lần đầu,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bds-my-nam-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,14/03/2023,2023-03-14,Công ty Cổ phần Thương mại Quảng cáo Xây dựng Địa ốc Việt Hân,Quốc gia,,Phát triển Bất động Sản,Tổ chức phát hành,Lần đầu,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-viet-han-nam-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,14/03/2023,2023-03-14,Công ty Cổ phần Đầu tư & Cho thuê Tài sản TNL,Quốc gia,,Cho thuê tài sản,Tổ chức phát hành,Lần đầu,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-tnl-nam-2023/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,19/01/2023,2023-01-19,Công ty Cổ phần Chứng khoán Rồng Việt,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Lần đầu,BB,12.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-rồng-viet-id4078.html,4078.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,12/01/2023,2023-01-12,Công ty Cổ phần Đầu tư Phát triển Bất động sản TNR,Quốc gia,,Phát triển Bất động Sản,Tổ chức phát hành,Lần đầu,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-tnr-nam-2022/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (Hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,30/12/2022,2022-12-30,Công ty Cổ phần Thành Thành Công - Biên Hòa (SBT),Quốc gia,,Sản xuất đường,Tổ chức phát hành,Lần đầu,A+,5.0,Ổn định,True,False,False,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-sbt-nam-2022/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (Hết hạn),vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,13/12/2022,2022-12-13,Công ty Cổ phần Đầu tư & Quản lý Khách sạn TNH,Quốc gia,,Dịch vụ lưu trú,Tổ chức phát hành,Giám sát,,,,True,False,True,False,,,,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-tin-nhiem-lan-1-tnh-2022/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (Hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,04/12/2022,2022-12-04,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Quốc gia,,Bất động sản,Tổ chức phát hành,Cập nhật,BBB+,8.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-daa-tu-va-kinh-doanh-nha-khang-dien-id3349.html,3349.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,30/11/2022,2022-11-30,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,Quốc gia,,Bất động sản,Tổ chức phát hành,Cập nhật,BBB-,10.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-daa-tu-va-phat-trien-bat-dong-san-an-gia-id8289.html,8289.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,23/11/2022,2022-11-23,Công ty Cổ phần Phát triển Bất động sản Văn Phú,Quốc gia,,Bất động sản,Tổ chức phát hành,Cập nhật,BB+,11.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-phat-trien-bat-dong-san-van-phu-id6328.html,6328.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,21/11/2022,2022-11-21,Công ty Cổ phần Chứng khoán MB,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-mb-id3944.html,3944.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,16/11/2022,2022-11-16,Công ty Cổ phần Năng lượng TNPower,Quốc gia,,Năng lượng,Tổ chức phát hành,Lần đầu,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-nang-luong-tnpower-nam-2022/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (Hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,08/11/2022,2022-11-08,Công ty Cổ phần Kinh doanh F88,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,BBB-,10.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-kinh-doanh-f88-id7766.html,7766.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,05/10/2022,2022-10-05,Công ty Cổ phần Xây dựng Sao Vàng Tây Đô,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,True,False,False,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-xay-dung-sao-vang-tay-do-nam-2022/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (Hết hạn),vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,19/09/2022,2022-09-19,Công ty Cổ phần Chứng khoán Vietcap,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-vietcap-id4089.html,4089.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,13/09/2022,2022-09-13,Công ty Cổ Phần Bảo Hiểm Phú Hưng (PAC),Quốc gia,,Bảo hiểm phi nhân thọ,Tổ chức phát hành,Giám sát,,,,True,False,True,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-phu-hung-phu-hung-assurance-nam-2022/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,06/09/2022,2022-09-06,Công ty Cổ phần AAC Việt Nam,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-aac-viet-nam-nam-2022/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (Hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,06/09/2022,2022-09-06,Công ty Cổ phần bất động sản HANO-VID,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bat-dong-san-hano-vid-nam-2022/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (Hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,06/09/2022,2022-09-06,Công ty Cổ phần Đầu tư & Quản lý Khách sạn TNH,Quốc gia,,Dịch vụ lưu trú,Tổ chức phát hành,Lần đầu,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-dau-tu-quan-ly-khach-san-tnh-nam-2022/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (Hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,28/06/2022,2022-06-28,Công ty Cổ phần Tập đoàn Bamboo Capital,Quốc gia,,Đa ngành,Tổ chức phát hành,Cập nhật,BB,12.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-tap-doan-baaboo-capital-id2791.html,2791.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,21/06/2022,2022-06-21,Công ty Cổ phần Kinh doanh F88,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,BBB-,10.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-kinh-doanh-f88-id7766.html,7766.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,07/06/2022,2022-06-07,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Quốc gia,,Bảo hiểm nhân thọ,Tổ chức phát hành,Giám sát,,,,True,False,True,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-nhan-tho-phu-hung-phu-hung-life-nam-2022/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,10/05/2022,2022-05-10,Công ty TNHH Kirby Đông Nam Á,Quốc gia,,Vật liệu xây dựng,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-tnhh-kirby-dong-nam-a-nam-2022/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnA-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,25/04/2022,2022-04-25,Công ty Cổ phần Chứng khoán MB,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-mb-id3944.html,3944.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,20/04/2022,2022-04-20,Công ty Cổ phần Phát triển Bất động sản Văn Phú,Quốc gia,,Bất động sản,Tổ chức phát hành,Lần đầu,BB+,11.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-phat-trien-bat-dong-san-van-phu-id6328.html,6328.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,04/04/2022,2022-04-04,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Quốc gia,,Bất động sản,Tổ chức phát hành,Lần đầu,BBB+,8.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-daa-tu-va-kinh-doanh-nha-khang-dien-id3349.html,3349.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BBB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,29/03/2022,2022-03-29,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,Quốc gia,,Bất động sản,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-daa-tu-va-phat-trien-bat-dong-san-an-gia-id8289.html,8289.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BBB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,26/01/2022,2022-01-26,Công ty Tài chính Tổng hợp cổ phần Tín Việt,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,BBB-,10.0,Tiêu cực,False,True,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tai-chinh-tong-hop-co-phan-tin-viet-id2474.html,2474.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB-,Theo dõi ngắn hạn XHTN: Không thuận lợi,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,12/10/2021,2021-10-12,Công ty Cổ phần Kinh doanh F88,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-kinh-doanh-f88-id7766.html,7766.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BBB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,16/08/2021,2021-08-16,Công ty Cổ phần Tập đoàn Bamboo Capital,Quốc gia,,Đa ngành,Tổ chức phát hành,Lần đầu,BB,12.0,Tích cực,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-tap-doan-baaboo-capital-id2791.html,2791.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BB,Tích cực,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,27/07/2021,2021-07-27,Công ty Cổ Phần Bảo Hiểm Phú Hưng (PAC),Quốc gia,,Bảo hiểm phi nhân thọ,Tổ chức phát hành,Giám sát,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-phu-hung-phu-hung-assurance-nam-2021/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,08/06/2021,2021-06-08,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Quốc gia,,Bảo hiểm nhân thọ,Tổ chức phát hành,Giám sát,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-nhan-tho-phu-hung-phu-hung-life-nam-2021/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,19/05/2021,2021-05-19,Công ty Tài chính Tổng hợp cổ phần Tín Việt,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tai-chinh-tong-hop-co-phan-tin-viet-id2474.html,2474.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BBB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,14/10/2020,2020-10-14,Công ty Cổ Phần Bảo Hiểm Phú Hưng (PAC),Quốc gia,,Bảo hiểm phi nhân thọ,Tổ chức phát hành,Giám sát,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-phu-hung-phu-hung-assurance-nam-2020/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,03/06/2020,2020-06-03,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Quốc gia,,Bảo hiểm nhân thọ,Tổ chức phát hành,Giám sát,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-nhan-tho-phu-hung-phu-hung-life-nam-2020/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,28/11/2019,2019-11-28,Công ty Cổ Phần Bảo Hiểm Phú Hưng (PAC),Quốc gia,,Bảo hiểm phi nhân thọ,Tổ chức phát hành,Lần đầu,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-phu-hung-phu-hung-assurance-nam-2019/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,12/09/2019,2019-09-12,Công Ty Cổ Phần Free Land,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,True,False,False,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-free-land-nam-2019/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),A,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,26/06/2019,2019-06-26,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Quốc gia,,Bảo hiểm nhân thọ,Tổ chức phát hành,Lần đầu,,,,True,False,True,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-nhan-tho-phu-hung-phu-hung-life-nam-2019/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,20/03/2019,2019-03-20,Công ty TNHH Kirby Đông Nam Á,Quốc gia,,Vật liệu xây dựng,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,True,False,False,True,,,,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-tnhh-kirby-dong-nam-a-nam-2019/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),A,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,,,Công ty Cổ phần Tập đoàn APEC Group,Quốc gia,,Hạ tầng kỹ thuật,Tổ chức phát hành,Không thực hiện,,,,True,False,False,False,,,,,,,,,,,Tổ chức phát hành,Không tiếp tục thực hiện Xếp hạng lần đầu,,,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,,,Công ty Cổ phần Tập đoàn Ngọc Thiên Global,Quốc gia,,Sản xuất kim loại,Tổ chức phát hành,Không thực hiện,,,,True,False,False,False,,,,,,,,,,,Tổ chức phát hành,Không tiếp tục thực hiện Xếp hạng lần đầu,,,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
